date,title,url,source,language,event_type,event_category,base_impact_score,affects,asset,relevance_score,matched_events,sentiment,confidence,prob_negative,prob_positive
2026-01-15 04:45:00,EAM Jaishankar US visit in the works following talks with Marco Rubio,https://www.moneycontrol.com/world/eam-jaishankar-s-us-visit-in-the-works-following-talks-with-marco-rubio-article-13773823.html,moneycontrol.com,English,trade_policy,macro,8,,APPLE,9.6,technology,Positive,0.944973886013031,0.055026084184646606,0.944973886013031
2026-01-16 20:15:00,"Jaishankar - Rubio discussed a range of bilateral issues including trade , defence and energy : MEA",https://aninews.in/news/world/asia/jaishankar-rubio-discussed-a-range-of-bilateral-issues-including-trade-defence-and-energy-mea20260116235139/,aninews.in,English,trade_policy,macro,8,,APPLE,9.6,technology,Positive,0.8508307337760925,0.14916928112506866,0.8508307337760925
2026-01-13 07:00:00,"US , Taiwan near deal to lower tariffs , boost TSMC investment : report",https://www.taipeitimes.com/News/biz/archives/2026/01/13/2003850535,taipeitimes.com,English,trade_policy,macro,8,,APPLE,28.2,"geopolitical_tensions, technology",Positive,0.7651101350784302,0.23488987982273102,0.7651101350784302
2026-01-05 02:15:00,Trump threatens tariff hike on India if it doesnt cooperate on Russian oil,https://www.moneycontrol.com/world/trump-threatens-tariff-hike-on-india-if-it-doesn-t-cooperate-on-russian-oil-article-13755968.html,moneycontrol.com,English,trade_policy,macro,8,,SP500,10.0,monetary_policy,Positive,0.9928754568099976,0.007124558091163635,0.9928754568099976
2026-01-14 06:30:00,"Rubio , EAM Jaishankar talk nuclear law , trade , Indo - Pacific - Indian Defence Research Wing",https://idrw.org/rubio-eam-jaishankar-talk-nuclear-law-trade-indo-pacific/,idrw.org,English,trade_policy,macro,8,,APPLE,9.6,technology,,,,
2026-01-08 03:30:00,Christopher Luxon working from home as election year gets underway,https://www.nzherald.co.nz/nz/christopher-luxon-working-from-home-as-election-year-gets-underway/HJQYBJU4BNH67AI7Q6W6PDPJII/,nzherald.co.nz,English,trade_policy,macro,8,,SP500,7.0,political_events,,,,
2026-01-14 19:00:00,Efforts for EAM S Jaishankar US visit begin after Marco Rubio talks,https://economictimes.indiatimes.com/news/india/efforts-for-eam-s-jaishankars-us-visit-begin-after-marco-rubio-talks/articleshow/126533129.cms,economictimes.indiatimes.com,English,trade_policy,macro,8,,APPLE,9.6,technology,,,,
2026-01-08 11:30:00,Venezuela Devlet Petrol Şirketi : Ham Petrol Satışı İçin ABD ile Görüşüyoruz,https://www.haberler.com/guncel/venezuela-ve-abd-arasindaki-petrol-muzakereleri-basladi-19439224-haberi/,haberler.com,Turkish,trade_policy,macro,8,,TESLA,9.6,automotive,,,,
2026-01-16 02:00:00,"US lowers Taiwan tariff to 15 %, Cabinet confirms",https://www.taipeitimes.com/News/front/archives/2026/01/16/2003850714,taipeitimes.com,English,trade_policy,macro,8,,APPLE,18.6,"geopolitical_tensions, technology",,,,
2026-01-16 04:30:00,U . S . lowers tariff on Taiwanese goods to 15 % in trade deal,https://focustaiwan.tw:443/business/202601160002,focustaiwan.tw,English,trade_policy,macro,8,,APPLE,18.6,"geopolitical_tensions, technology",,,,
2026-01-13 21:15:00,"Jaishankar - Rubio Call on Trade , Defence , Critical Minerals",https://www.newkerala.com/news/a/good-conversation-jaishankar-rubio-call-focuses-trade-defence-critical-631.htm,newkerala.com,English,trade_policy,macro,8,,APPLE,9.6,technology,,,,
2026-01-09 08:00:00,Trump Aide Claims India - US Trade Deal Stalled as PM Modi  Didnt Call  President Trump - Pragativadi I Latest Odisha News in English I Breaking News,https://pragativadi.com/trump-aide-claims-india-us-trade-deal-stalled-as-pm-modi-didnt-call-president-trump/,pragativadi.com,English,trade_policy,macro,8,,APPLE,16.6,"political_events, technology",,,,
2026-01-08 01:15:00,"Le pic de l  épidémie de grippe encore incertain , lactivité hospitalière  à un niveau dintensité élevée  ",https://www.bfmtv.com/sante/le-pic-de-l-epidemie-de-grippe-encore-incertain-l-activite-hospitaliere-a-un-niveau-d-intensite-elevee_AD-202601071039.html,bfmtv.com,French,pandemic_health,macro,9,,TESLA,19.2,"technology, automotive",,,,
2026-01-07 09:00:00,elevate . io partners with Epidemic Sound | Company Announcement,https://www.investegate.co.uk/announcement/rns/blackbird--bird/elevate-io-partners-with-epidemic-sound/9337672,investegate.co.uk,English,pandemic_health,macro,9,,TESLA,18.6,"pandemic_health, automotive",,,,
2026-01-01 08:30:00,La grippe exerce une pression croissante sur les hôpitaux français,https://www.lessentiel.lu/fr/story/france-la-grippe-met-une-forte-pression-sur-les-hopitaux-103478645,lessentiel.lu,French,pandemic_health,macro,9,,APPLE,9.6,technology,,,,
2026-01-07 17:30:00,Grippe : un pic est passé mais … pourquoi l  épidémie pourrait rebondir,https://www.leparisien.fr/societe/sante/grippe-un-pic-est-passe-mais-voici-pourquoi-lepidemie-pourrait-rebondir-07-01-2026-3KJMB5RQ7RFURJFWT4EAOWJDRM.php,leparisien.fr,French,pandemic_health,macro,9,,APPLE,9.6,technology,,,,
2026-01-09 01:15:00,Lucid Doubled Its Vehicle Production in 2025 . It Still Not Time to Buy the Stock . ,https://finance.yahoo.com/news/lucid-doubled-vehicle-production-2025-003800574.html,finance.yahoo.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-09 07:00:00,"Ashok Leyland Launches Electric Vehicle Manufacturing Plant in Lucknow , ETAuto",https://auto.economictimes.indiatimes.com/news/commercial-vehicle/ashok-leyland-to-inaugurate-ev-manufacturing-plant-in-lucknow-on-january-9/126425780,auto.economictimes.indiatimes.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-12 11:45:00,"U . S . May Bankroll New Israeli Armored Vehicles With Billions of Dollars , Internal Files Reveal",https://www.haaretz.com/israel-news/security-aviation/2026-01-12/ty-article/.premium/u-s-may-bankroll-new-idf-armored-vehicle-production-with-billions-internal-files-reveal/0000019b-b19b-d2d7-a79b-fbdf370e0000,haaretz.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,38.6,"monetary_policy, geopolitical_tensions, automotive",,,,
2026-01-09 02:00:00,Lucid Doubled Its Vehicle Production in 2025 . It Still Not Time to Buy the Stock . ,https://www.fool.com/investing/2026/01/08/lucid-doubled-vehicle-production-2025-stock/?source=iedfolrf0000001,fool.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-09 03:15:00,Lucid Doubled Its Vehicle Production in 2025 . It Still Not Time to Buy the Stock . ,https://www.fool.com/investing/2026/01/08/lucid-doubled-vehicle-production-2025-stock/,fool.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-11 11:15:00,"India auto ancillary sector poised to benefit from demand upcycle , EV push : Report",https://auto.economictimes.indiatimes.com/news/auto-components/india-auto-ancillary-sector-poised-to-benefit-from-demand-upcycle-ev-push-report/126463416,auto.economictimes.indiatimes.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-11 10:15:00,"India auto ancillary sector poised to benefit from demand upcycle , EV push : Report",https://news.webindia123.com/news/Articles/Business/20260111/4403429.html,news.webindia123.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-11 09:45:00,"India auto ancillary sector poised to benefit from demand upcycle , EV push : Report",https://aninews.in/news/business/india-auto-ancillary-sector-poised-to-benefit-from-demand-upcycle-ev-push-report20260111135144/,aninews.in,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-15 08:15:00,奔驰EQE SUV冷却系统故障及空调泵故障 - 新浪汽车,http://feedback.auto.sina.com.cn/fb/detail/872807/,feedback.auto.sina.com.cn,Chinese,automotive,sector,8,"['TESLA', 'STELLANTIS']",SP500,10.0,monetary_policy,,,,
2026-01-03 09:00:00,China BYD overtakes Tesla as world top EV seller,https://www.aa.com.tr/en/economy/chinas-byd-overtakes-tesla-as-worlds-top-ev-seller/3787968,aa.com.tr,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-11 08:45:00,India Auto Ancillary Sector Growth : EV Push & Demand Upcycle,https://www.newkerala.com/news/a/india-auto-ancillary-sector-poised-benefit-from-demand-282.htm,newkerala.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",TESLA,9.6,automotive,,,,
2026-01-15 09:45:00,"UK economy defies gloom as GDP grows 0 . 3 % in November , beating forecasts – Firstpost",https://www.firstpost.com/world/uk-economy-defies-gloom-as-gdp-grows-0-3-in-november-beating-forecasts-13968965.html,firstpost.com,English,automotive,sector,8,"['TESLA', 'STELLANTIS']",GOLD,11.7,inflation_economy,,,,
2026-01-12 07:45:00,  One in ten people are working in tourism : What will shape the future of the industry ? ,https://www.euronews.com/business/2026/01/12/one-in-ten-people-are-working-in-tourism-what-will-shape-the-future-of-the-industry,euronews.com,English,luxury_consumer,sector,7,"['LVMH', 'INTERCONT_HOTELS']",AIRBUS,8.4,hospitality_travel,,,,
2026-01-13 02:00:00,GTA holds first tourism stakeholder engagement for 2026,https://www.ghanaweb.com/GhanaHomePage/business/GTA-holds-first-tourism-stakeholders-engagement-for-2026-2016972,ghanaweb.com,English,luxury_consumer,sector,7,"['LVMH', 'INTERCONT_HOTELS']",AIRBUS,8.4,hospitality_travel,,,,
2026-01-02 03:45:00,Machu Picchu train crash : LVMH Belmond blames Carlyle unit for fatal head - on collision,https://www.afr.com/world/south-america/lvmh-s-belmond-blames-carlyle-unit-for-fatal-machu-picchu-train-crash-20260102-p5nr6k,afr.com,English,luxury_consumer,sector,7,"['LVMH', 'INTERCONT_HOTELS']",APPLE,9.6,technology,,,,
2026-01-04 16:00:00,Florida tourism at record levels for 2025,https://mynews13.com/fl/orlando/news/2026/01/02/florida-tourism-at-record-levels-for-2025,mynews13.com,English,luxury_consumer,sector,7,"['LVMH', 'INTERCONT_HOTELS']",TESLA,9.6,automotive,,,,
2026-01-16 06:00:00,Pertamina Patra Niaga Suplai Avtur Perdana di Bandara Notohadinegoro Jember,https://ekonomi.republika.co.id/berita/t8xyvw522/pertamina-patra-niaga-suplai-avtur-perdana-di-bandara-notohadinegoro-jember,ekonomi.republika.co.id,Indonesian,luxury_consumer,sector,7,"['LVMH', 'INTERCONT_HOTELS']",APPLE,9.6,technology,,,,
2026-01-04 06:30:00,Crans - Montana : Der Schweizer Tourismus sollte innehalten und sich hinterfragen,https://www.nzz.ch/wirtschaft/crans-montana-sollte-fuer-den-schweizer-tourismus-anlass-sein-innezuhalten-ld.1918661,nzz.ch,German,luxury_consumer,sector,7,"['LVMH', 'INTERCONT_HOTELS']",AIRBUS,8.4,hospitality_travel,,,,
2026-01-15 13:30:00,"Prve evropske trupe na Grenlandu , uskoro i nemački vojnici",https://naslovi.net/2026-01-15/n1-info/prve-evropske-trupe-na-grenlandu-uskoro-i-nemacki-vojnici/41209278,naslovi.net,Croatian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",TESLA,9.6,automotive,,,,
2026-01-11 08:00:00,"Tempat Duduk Terbaik di Pesawat agar Nyaman , Jendela atau Lorong ? ",https://travel.kompas.com/read/2026/01/11/143000527/tempat-duduk-terbaik-di-pesawat-agar-nyaman-jendela-atau-lorong-,travel.kompas.com,Indonesian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",APPLE,9.6,technology,,,,
2026-01-14 09:45:00,Un passager meurt après un malaise avant latterrissage de son avion,https://lanouvelletribune.info/2026/01/un-passager-meurt-apres-un-malaise-avant-latterrissage-de-son-avion/,lanouvelletribune.info,French,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",APPLE,9.6,technology,,,,
2026-01-13 08:45:00,Mladenka kupila sjedalo u avionu Ryanaira za svoju vjenčanicu 😁,https://www.index.hr/magazin/clanak/mladenka-kupila-sjedalo-u-avionu-ryanaira-za-svoju-vjencanicu/2749431.aspx?index_tid=887893&index_ref=naslovnica_magazin_ostalo_d_1,index.hr,Croatian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",APPLE,9.6,technology,,,,
2026-01-13 09:00:00,Ljudi ne mogu vjerovati što je buduća mladenka napravila na letu Ryanaira,https://www.index.hr/magazin/clanak/mladenka-kupila-sjedalo-u-avionu-ryanaira-za-svoju-vjencanicu/2749431.aspx,index.hr,Croatian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",APPLE,9.6,technology,,,,
2026-01-07 10:15:00,"India Russia Sj - 100 Passenger Plane France , भारत को चाहिए 1500 पैसेंजर विमान , रूस बढ़ा चुका हाथ , फ्रांस का चाहिए साथ , दोस्त के लिए साथ आएंगे दोनों दुश्मन ? - india russia sj - 100 passenger aircraft deal may face uncertainty likely to talk with...",https://navbharattimes.indiatimes.com/world/rest-of-europe/india-russia-sj-100-passenger-aircraft-deal-may-face-uncertainty-likely-to-talk-with-france-for-engine/articleshow/126390769.cms,navbharattimes.indiatimes.com,Hindi,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",APPLE,9.6,technology,,,,
2026-01-01 05:45:00,"Kalahkan Boeing , Airbus Jadi Pesawat yang Banyak Dibeli Maskapai China",https://www.kompas.com/global/read/2026/01/01/120433870/kalahkan-boeing-airbus-jadi-pesawat-yang-banyak-dibeli-maskapai-china,kompas.com,Indonesian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",APPLE,28.6,"monetary_policy, geopolitical_tensions, technology",,,,
2026-01-15 13:15:00,"Prve evropske trupe na Grenlandu , uskoro i njemački vojnici :: Svijet :: RTCG - Radio Televizija Crne Gore",https://rtcg.me/vijesti/svijet/800544/prve-evropske-trupe-na-grenlandu-uskoro-i-njemacki-vojnici.html,rtcg.me,Bosnian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",TESLA,9.6,automotive,,,,
2026-01-05 11:30:00,Pareiza rīcība vai nevēlams precedents : ko pasaulei nesīs ASV rīcība Venecuēlā ? - ,https://bnn.lv/pareiza-riciba-vai-nevelams-precedents-ko-pasaulei-nesis-asv-riciba-venecuela-68383,bnn.lv,Latvian,defense_aerospace,sector,7,"['THALES', 'AIRBUS']",TESLA,19.2,"technology, automotive",,,,
